idTicket,Área,id_soporte,fecha_hora_apertura,fecha_hora_asignación,fecha_hora_cierre
925,Gestión Académica,S5,2024-09-16 13:54:54,2024-09-16 13:54:54.000000,2024-09-16 14:11:25.679472
926,Gestión Académica,S6,2024-09-16 13:56:39,2024-09-16 13:56:39.000000,2024-09-16 14:10:37.346732
927,Gestión Académica,S4,2024-09-16 14:02:46,2024-09-16 14:03:15.235666,2024-09-16 14:05:35.929659
928,Gestión Académica,S4,2024-09-16 14:39:33,2024-09-16 14:39:33.000000,2024-09-16 14:50:41.254201
929,Gestión Académica,S6,2024-09-16 14:44:22,2024-09-16 14:44:22.000000,2024-09-16 14:57:13.429131
930,Gestión Académica,S5,2024-09-16 14:58:54,2024-09-16 14:58:54.000000,2024-09-16 15:02:16.571734
931,Gestión Académica,S4,2024-09-16 15:06:42,2024-09-16 15:06:42.000000,2024-09-16 15:17:18.526610
932,Alumnos,S3,2024-09-16 15:09:44,2024-09-16 15:09:44.000000,2024-09-16 15:42:12.604632
933,Gestión Académica,S6,2024-09-16 15:17:08,2024-09-16 15:17:08.000000,2024-09-16 15:26:26.677339
934,Gestión Académica,S5,2024-09-16 15:32:33,2024-09-16 15:32:33.000000,2024-09-16 15:42:50.706933
935,Gestión Académica,S4,2024-09-16 16:22:19,2024-09-16 16:22:19.000000,2024-09-16 16:38:19.074657
936,Gestión Académica,S6,2024-09-16 16:32:54,2024-09-16 16:32:54.000000,2024-09-16 16:39:57.556435
937,Alumnos,S1,2024-09-16 16:38:17,2024-09-16 16:38:17.000000,2024-09-16 17:15:02.507306
938,Gestión Académica,S5,2024-09-16 16:45:27,2024-09-16 16:45:27.000000,2024-09-16 17:00:48.923090
939,Gestión Académica,S4,2024-09-16 16:49:44,2024-09-16 16:49:44.000000,2024-09-16 17:00:48.792830
940,Gestión Académica,S6,2024-09-16 16:54:50,2024-09-16 16:54:50.000000,2024-09-16 17:08:15.218315
941,Gestión Académica,S5,2024-09-16 17:48:52,2024-09-16 17:48:52.000000,2024-09-16 17:54:42.265735
942,Gestión Académica,S4,2024-09-17 09:00:00,2024-09-17 09:00:00.000000,2024-09-17 09:14:00.439951
943,Gestión Académica,S5,2024-09-17 09:03:10,2024-09-17 09:03:10.000000,2024-09-17 09:14:09.336101
944,Gestión Académica,S6,2024-09-17 09:15:39,2024-09-17 09:15:39.000000,2024-09-17 09:26:34.818470
945,Alumnos,S1,2024-09-17 09:21:16,2024-09-17 09:21:16.000000,2024-09-17 09:46:05.896363
946,Alumnos,S2,2024-09-17 09:22:31,2024-09-17 09:22:31.000000,2024-09-17 09:45:59.512544
947,Gestión Académica,S4,2024-09-17 09:25:53,2024-09-17 09:25:53.000000,2024-09-17 09:36:50.405843
948,Gestión Académica,S5,2024-09-17 09:32:03,2024-09-17 09:32:03.000000,2024-09-17 09:44:24.544148
949,Alumnos,S3,2024-09-17 09:40:47,2024-09-17 09:40:47.000000,2024-09-17 10:02:15.308897
950,Alumnos,S2,2024-09-17 09:49:39,2024-09-17 09:49:39.000000,2024-09-17 10:13:49.000010
951,Gestión Académica,S6,2024-09-17 09:55:01,2024-09-17 09:55:01.000000,2024-09-17 10:05:09.522778
952,Gestión Académica,S4,2024-09-17 09:58:53,2024-09-17 09:58:53.000000,2024-09-17 10:16:26.089111
953,Gestión Académica,S5,2024-09-17 10:00:32,2024-09-17 10:00:32.000000,2024-09-17 10:09:53.326932
954,Alumnos,S1,2024-09-17 10:09:33,2024-09-17 10:09:33.000000,2024-09-17 10:31:07.836497
955,Alumnos,S3,2024-09-17 10:21:37,2024-09-17 10:21:37.000000,2024-09-17 10:41:27.498660
956,Gestión Académica,S6,2024-09-17 10:25:50,2024-09-17 10:25:50.000000,2024-09-17 10:39:55.171750
957,Gestión Académica,S5,2024-09-17 10:42:56,2024-09-17 10:42:56.000000,2024-09-17 11:02:17.971269
958,Gestión Académica,S4,2024-09-17 10:44:39,2024-09-17 10:44:39.000000,2024-09-17 10:59:48.130083
959,Gestión Académica,S6,2024-09-17 10:53:48,2024-09-17 10:53:48.000000,2024-09-17 11:05:14.802247
960,Gestión Académica,S4,2024-09-17 11:00:38,2024-09-17 11:00:38.000000,2024-09-17 11:19:37.659231
961,Alumnos,S2,2024-09-17 11:11:16,2024-09-17 11:11:16.000000,2024-09-17 11:23:48.876095
962,Alumnos,S1,2024-09-17 11:14:09,2024-09-17 11:14:09.000000,2024-09-17 11:39:45.412289
963,Alumnos,S3,2024-09-17 11:21:51,2024-09-17 11:21:51.000000,2024-09-17 11:49:35.615044
964,Alumnos,S2,2024-09-17 11:23:12,2024-09-17 11:24:14.876095,2024-09-17 11:51:05.821345
965,Gestión Académica,S5,2024-09-17 11:29:12,2024-09-17 11:29:12.000000,2024-09-17 11:40:55.779712
966,Gestión Académica,S6,2024-09-17 11:33:55,2024-09-17 11:33:55.000000,2024-09-17 11:40:32.928745
967,Gestión Académica,S4,2024-09-17 11:44:41,2024-09-17 11:44:41.000000,2024-09-17 12:01:08.424339
968,Gestión Académica,S6,2024-09-17 11:45:49,2024-09-17 11:45:49.000000,2024-09-17 11:58:05.783786
969,Alumnos,S1,2024-09-17 11:52:08,2024-09-17 11:52:08.000000,2024-09-17 12:13:24.543683
970,Alumnos,S3,2024-09-17 11:59:06,2024-09-17 11:59:06.000000,2024-09-17 12:18:19.293829
971,Alumnos,S2,2024-09-17 12:05:47,2024-09-17 12:05:47.000000,2024-09-17 12:27:17.444910
972,Alumnos,S1,2024-09-17 12:11:10,2024-09-17 12:13:28.543683,2024-09-17 12:26:24.080919
973,Alumnos,S3,2024-09-17 12:18:42,2024-09-17 12:18:42.000000,2024-09-17 12:41:37.576124
974,Alumnos,S1,2024-09-17 12:31:50,2024-09-17 12:31:50.000000,2024-09-17 12:42:28.991458
975,Alumnos,S2,2024-09-17 12:43:58,2024-09-17 12:43:58.000000,2024-09-17 13:12:14.272309
976,Gestión Académica,S5,2024-09-17 12:47:01,2024-09-17 12:47:01.000000,2024-09-17 12:59:18.461081
977,Gestión Académica,S6,2024-09-17 12:48:16,2024-09-17 12:48:16.000000,2024-09-17 13:06:13.594642
978,Alumnos,S3,2024-09-17 12:54:19,2024-09-17 12:54:19.000000,2024-09-17 13:24:26.847588
979,Alumnos,S1,2024-09-17 13:01:17,2024-09-17 13:01:17.000000,2024-09-17 13:17:13.601642
980,Alumnos,S2,2024-09-17 13:13:02,2024-09-17 13:13:02.000000,2024-09-17 13:32:37.467075
981,Gestión Académica,S4,2024-09-17 13:18:51,2024-09-17 13:18:51.000000,2024-09-17 13:38:45.751771
982,Gestión Académica,S5,2024-09-17 13:29:41,2024-09-17 13:29:41.000000,2024-09-17 13:39:05.773694
983,Alumnos,S1,2024-09-17 13:34:40,2024-09-17 13:34:40.000000,2024-09-17 13:55:38.604025
984,Alumnos,S3,2024-09-17 13:38:01,2024-09-17 13:38:01.000000,2024-09-17 14:00:41.177979
985,Gestión Académica,S6,2024-09-17 13:42:52,2024-09-17 13:42:52.000000,2024-09-17 13:55:41.867512
986,Gestión Académica,S4,2024-09-17 13:44:08,2024-09-17 13:44:08.000000,2024-09-17 13:52:04.617539
987,Gestión Académica,S5,2024-09-17 13:46:42,2024-09-17 13:46:42.000000,2024-09-17 14:01:31.093381
988,Gestión Académica,S4,2024-09-17 13:50:57,2024-09-17 13:52:33.617539,2024-09-17 14:03:12.796727
989,Gestión Académica,S6,2024-09-17 13:57:25,2024-09-17 13:57:25.000000,2024-09-17 14:12:02.496309
990,Alumnos,S2,2024-09-17 14:01:50,2024-09-17 14:01:50.000000,2024-09-17 14:21:59.522283
991,Alumnos,S1,2024-09-17 14:07:50,2024-09-17 14:07:50.000000,2024-09-17 14:33:00.465987
992,Alumnos,S3,2024-09-17 14:16:02,2024-09-17 14:16:02.000000,2024-09-17 14:39:07.078985
993,Alumnos,S2,2024-09-17 14:23:30,2024-09-17 14:23:30.000000,2024-09-17 14:38:27.333440
994,Gestión Académica,S5,2024-09-17 14:24:46,2024-09-17 14:24:46.000000,2024-09-17 14:36:09.085692
995,Gestión Académica,S4,2024-09-17 14:28:39,2024-09-17 14:28:39.000000,2024-09-17 14:38:27.882244
996,Gestión Académica,S6,2024-09-17 14:35:19,2024-09-17 14:35:19.000000,2024-09-17 14:49:39.856327
997,Gestión Académica,S5,2024-09-17 15:35:56,2024-09-17 15:35:56.000000,2024-09-17 15:51:07.766532
998,Gestión Académica,S4,2024-09-17 15:39:00,2024-09-17 15:39:00.000000,2024-09-17 15:53:52.578007
999,Gestión Académica,S6,2024-09-17 15:41:16,2024-09-17 15:41:16.000000,2024-09-17 15:53:32.031603
1000,Gestión Académica,S5,2024-09-17 15:42:28,2024-09-17 15:51:29.766532,2024-09-17 16:03:34.877786
1001,Gestión Académica,S6,2024-09-17 15:48:57,2024-09-17 15:53:41.031603,2024-09-17 16:00:11.610385
1002,Gestión Académica,S4,2024-09-17 16:27:53,2024-09-17 16:27:53.000000,2024-09-17 16:33:57.844790
1003,Gestión Académica,S6,2024-09-17 16:31:15,2024-09-17 16:31:15.000000,2024-09-17 16:44:08.683668
1004,Gestión Académica,S5,2024-09-17 16:34:32,2024-09-17 16:34:32.000000,2024-09-17 16:43:43.707055
1005,Alumnos,S1,2024-09-17 16:42:43,2024-09-17 16:42:43.000000,2024-09-17 17:06:27.762401
1006,Alumnos,S2,2024-09-17 16:44:50,2024-09-17 16:44:50.000000,2024-09-17 17:16:02.021305
1007,Gestión Académica,S4,2024-09-17 16:46:08,2024-09-17 16:46:08.000000,2024-09-17 16:55:07.859624
1008,Gestión Académica,S5,2024-09-17 17:21:19,2024-09-17 17:21:19.000000,2024-09-17 17:34:35.456210
1009,Gestión Académica,S6,2024-09-17 17:39:36,2024-09-17 17:39:36.000000,2024-09-17 17:47:12.594467
1010,Gestión Académica,S4,2024-09-17 17:46:17,2024-09-17 17:46:17.000000,2024-09-17 17:59:12.862897
1011,Gestión Académica,S4,2024-09-18 09:00:00,2024-09-18 09:00:00.000000,2024-09-18 09:11:55.888955
1012,Gestión Académica,S5,2024-09-18 09:10:54,2024-09-18 09:10:54.000000,2024-09-18 09:25:20.285676
1013,Gestión Académica,S6,2024-09-18 09:19:02,2024-09-18 09:19:02.000000,2024-09-18 09:28:29.504575
1014,Gestión Académica,S4,2024-09-18 09:48:55,2024-09-18 09:48:55.000000,2024-09-18 10:03:53.737897
1015,Gestión Académica,S5,2024-09-18 09:54:14,2024-09-18 09:54:14.000000,2024-09-18 10:06:57.035149
1016,Gestión Académica,S6,2024-09-18 10:00:19,2024-09-18 10:00:19.000000,2024-09-18 10:14:47.070275
1017,Gestión Académica,S4,2024-09-18 10:10:47,2024-09-18 10:10:47.000000,2024-09-18 10:20:46.631950
1018,Gestión Académica,S5,2024-09-18 10:16:48,2024-09-18 10:16:48.000000,2024-09-18 10:35:03.420340
1019,Gestión Académica,S6,2024-09-18 10:22:54,2024-09-18 10:22:54.000000,2024-09-18 10:45:01.634475
1020,Gestión Académica,S4,2024-09-18 10:34:00,2024-09-18 10:34:00.000000,2024-09-18 10:53:30.240454
1021,Gestión Académica,S5,2024-09-18 10:43:27,2024-09-18 10:43:27.000000,2024-09-18 10:53:18.614358
1022,Gestión Académica,S6,2024-09-18 10:52:48,2024-09-18 10:52:48.000000,2024-09-18 11:06:12.876736
1023,Gestión Académica,S5,2024-09-18 10:56:25,2024-09-18 10:56:25.000000,2024-09-18 11:11:44.371700
1024,Gestión Académica,S4,2024-09-18 10:57:30,2024-09-18 10:57:30.000000,2024-09-18 11:06:49.895287
1025,Alumnos,S1,2024-09-18 11:06:45,2024-09-18 11:06:45.000000,2024-09-18 11:33:06.115251
1026,Gestión Académica,S6,2024-09-18 11:16:39,2024-09-18 11:16:39.000000,2024-09-18 11:25:00.815550
1027,Gestión Académica,S4,2024-09-18 11:21:02,2024-09-18 11:21:02.000000,2024-09-18 11:32:09.639266
1028,Gestión Académica,S5,2024-09-18 11:22:17,2024-09-18 11:22:17.000000,2024-09-18 11:31:00.574503
1029,Gestión Académica,S6,2024-09-18 11:24:28,2024-09-18 11:25:25.815550,2024-09-18 11:40:29.073781
1030,Gestión Académica,S5,2024-09-18 11:34:16,2024-09-18 11:34:16.000000,2024-09-18 11:44:05.162225
1031,Gestión Académica,S4,2024-09-18 11:45:29,2024-09-18 11:45:29.000000,2024-09-18 11:57:06.985215
1032,Gestión Académica,S6,2024-09-18 11:56:49,2024-09-18 11:56:49.000000,2024-09-18 12:04:09.127970
1033,Alumnos,S2,2024-09-18 12:09:49,2024-09-18 12:09:49.000000,2024-09-18 12:25:10.565077
1034,Alumnos,S3,2024-09-18 12:15:39,2024-09-18 12:15:39.000000,2024-09-18 12:36:00.653507
1035,Alumnos,S1,2024-09-18 12:50:26,2024-09-18 12:50:26.000000,2024-09-18 13:15:07.349383
1036,Gestión Académica,S5,2024-09-18 12:59:31,2024-09-18 12:59:31.000000,2024-09-18 13:15:30.352531
1037,Gestión Académica,S4,2024-09-18 13:07:52,2024-09-18 13:07:52.000000,2024-09-18 13:25:09.461637
1038,Gestión Académica,S6,2024-09-18 13:20:35,2024-09-18 13:20:35.000000,2024-09-18 13:31:06.406084
1039,Gestión Académica,S5,2024-09-18 13:32:25,2024-09-18 13:32:25.000000,2024-09-18 13:47:26.577336
1040,Gestión Académica,S4,2024-09-18 13:45:27,2024-09-18 13:45:27.000000,2024-09-18 13:58:10.090770
1041,Alumnos,S2,2024-09-18 13:53:19,2024-09-18 13:53:19.000000,2024-09-18 14:15:56.411986
1042,Alumnos,S3,2024-09-18 13:57:52,2024-09-18 13:57:52.000000,2024-09-18 14:21:22.261182
1043,Gestión Académica,S6,2024-09-18 14:01:46,2024-09-18 14:01:46.000000,2024-09-18 14:08:49.209154
1044,Gestión Académica,S5,2024-09-18 14:13:46,2024-09-18 14:13:46.000000,2024-09-18 14:28:29.732130
1045,Gestión Académica,S4,2024-09-18 14:39:15,2024-09-18 14:39:15.000000,2024-09-18 14:51:50.943382
1046,Gestión Académica,S6,2024-09-18 14:42:05,2024-09-18 14:42:05.000000,2024-09-18 14:56:46.619265
1047,Alumnos,S1,2024-09-18 14:52:50,2024-09-18 14:52:50.000000,2024-09-18 15:25:09.870614
1048,Alumnos,S2,2024-09-18 15:00:09,2024-09-18 15:00:09.000000,2024-09-18 15:19:11.910167
1049,Gestión Académica,S5,2024-09-18 15:06:39,2024-09-18 15:06:39.000000,2024-09-18 15:18:11.087677
1050,Gestión Académica,S4,2024-09-18 15:11:38,2024-09-18 15:11:38.000000,2024-09-18 15:24:11.255997
1051,Alumnos,S3,2024-09-18 15:14:29,2024-09-18 15:14:29.000000,2024-09-18 15:40:01.763541
1052,Alumnos,S2,2024-09-18 15:26:06,2024-09-18 15:26:06.000000,2024-09-18 15:53:46.323122
1053,Alumnos,S1,2024-09-18 15:30:34,2024-09-18 15:30:34.000000,2024-09-18 15:51:54.819927
1054,Alumnos,S3,2024-09-18 15:42:09,2024-09-18 15:42:09.000000,2024-09-18 16:08:04.925412
1055,Alumnos,S1,2024-09-18 15:47:28,2024-09-18 15:52:09.819927,2024-09-18 16:12:29.915092
1056,Alumnos,S2,2024-09-18 15:51:13,2024-09-18 15:53:46.323122,2024-09-18 16:20:10.051599
1057,Alumnos,S3,2024-09-18 16:01:35,2024-09-18 16:08:24.925412,2024-09-18 16:28:56.573317
1058,Alumnos,S1,2024-09-18 16:15:21,2024-09-18 16:15:21.000000,2024-09-18 16:41:46.984748
1059,Alumnos,S2,2024-09-18 16:18:00,2024-09-18 16:20:13.051599,2024-09-18 16:37:04.439438
1060,Alumnos,S3,2024-09-18 16:22:21,2024-09-18 16:29:19.573317,2024-09-18 17:00:47.433610
1061,Alumnos,S2,2024-09-18 16:30:48,2024-09-18 16:37:25.439438,2024-09-18 16:59:13.306409
1062,Gestión Académica,S6,2024-09-18 16:50:32,2024-09-18 16:50:32.000000,2024-09-18 16:58:50.408691
1063,Gestión Académica,S5,2024-09-18 16:54:03,2024-09-18 16:54:03.000000,2024-09-18 17:04:58.602682
1064,Gestión Académica,S4,2024-09-18 17:07:56,2024-09-18 17:07:56.000000,2024-09-18 17:21:29.822532
1065,Gestión Académica,S6,2024-09-18 17:21:07,2024-09-18 17:21:07.000000,2024-09-18 17:28:58.115944
1066,Gestión Académica,S5,2024-09-18 17:25:13,2024-09-18 17:25:13.000000,2024-09-18 17:38:33.162402
1067,Gestión Académica,S4,2024-09-18 17:28:30,2024-09-18 17:28:30.000000,2024-09-18 17:46:07.227529
1068,Gestión Académica,S6,2024-09-18 17:30:25,2024-09-18 17:30:25.000000,2024-09-18 17:39:10.558054
1069,Gestión Académica,S4,2024-09-19 09:00:00,2024-09-19 09:00:00.000000,2024-09-19 09:14:22.464102
1070,Alumnos,S1,2024-09-19 09:03:32,2024-09-19 09:03:32.000000,2024-09-19 09:22:01.806523
1071,Alumnos,S2,2024-09-19 09:10:21,2024-09-19 09:10:21.000000,2024-09-19 09:30:51.921004
1072,Alumnos,S3,2024-09-19 09:24:10,2024-09-19 09:24:10.000000,2024-09-19 09:54:00.033103
1073,Alumnos,S1,2024-09-19 09:45:40,2024-09-19 09:45:40.000000,2024-09-19 10:08:29.419634
1074,Alumnos,S2,2024-09-19 09:50:19,2024-09-19 09:50:19.000000,2024-09-19 10:10:38.654163
1075,Gestión Académica,S5,2024-09-19 10:02:09,2024-09-19 10:02:09.000000,2024-09-19 10:14:51.091870
1076,Gestión Académica,S6,2024-09-19 10:10:43,2024-09-19 10:10:43.000000,2024-09-19 10:21:57.196075
1077,Gestión Académica,S4,2024-09-19 10:15:36,2024-09-19 10:15:36.000000,2024-09-19 10:29:04.778808
1078,Alumnos,S3,2024-09-19 10:29:46,2024-09-19 10:29:46.000000,2024-09-19 10:46:13.009253
1079,Alumnos,S1,2024-09-19 10:33:25,2024-09-19 10:33:25.000000,2024-09-19 10:53:37.497746
1080,Gestión Académica,S5,2024-09-19 10:38:05,2024-09-19 10:38:05.000000,2024-09-19 10:47:16.980230
1081,Gestión Académica,S6,2024-09-19 10:42:30,2024-09-19 10:42:30.000000,2024-09-19 10:47:48.900803
1082,Gestión Académica,S4,2024-09-19 10:58:05,2024-09-19 10:58:05.000000,2024-09-19 11:15:35.102977
1083,Gestión Académica,S5,2024-09-19 11:08:14,2024-09-19 11:08:14.000000,2024-09-19 11:19:42.502873
1084,Gestión Académica,S6,2024-09-19 11:14:08,2024-09-19 11:14:08.000000,2024-09-19 11:29:45.955403
1085,Gestión Académica,S4,2024-09-19 11:18:03,2024-09-19 11:18:03.000000,2024-09-19 11:29:09.214328
1086,Gestión Académica,S5,2024-09-19 11:28:48,2024-09-19 11:28:48.000000,2024-09-19 11:47:34.953656
1087,Gestión Académica,S4,2024-09-19 11:47:14,2024-09-19 11:47:14.000000,2024-09-19 11:56:09.617878
1088,Gestión Académica,S6,2024-09-19 11:52:33,2024-09-19 11:52:33.000000,2024-09-19 12:02:18.761481
1089,Gestión Académica,S5,2024-09-19 11:55:57,2024-09-19 11:55:57.000000,2024-09-19 12:16:27.199181
1090,Gestión Académica,S4,2024-09-19 12:10:53,2024-09-19 12:10:53.000000,2024-09-19 12:20:01.664365
1091,Alumnos,S2,2024-09-19 12:14:38,2024-09-19 12:14:38.000000,2024-09-19 12:40:32.419186
1092,Alumnos,S3,2024-09-19 12:21:26,2024-09-19 12:21:26.000000,2024-09-19 12:42:02.653655
1093,Alumnos,S1,2024-09-19 12:28:01,2024-09-19 12:28:01.000000,2024-09-19 12:48:35.379575
1094,Alumnos,S2,2024-09-19 12:32:05,2024-09-19 12:40:34.419186,2024-09-19 12:58:02.258739
1095,Alumnos,S3,2024-09-19 12:34:07,2024-09-19 12:42:10.653655,2024-09-19 13:08:07.150330
1096,Alumnos,S1,2024-09-19 12:36:19,2024-09-19 12:48:49.379575,2024-09-19 13:10:11.863093
1097,Alumnos,S2,2024-09-19 12:50:53,2024-09-19 12:58:29.258739,2024-09-19 13:24:13.366095
1098,Gestión Académica,S6,2024-09-19 13:22:51,2024-09-19 13:22:51.000000,2024-09-19 13:33:51.697130
1099,Gestión Académica,S5,2024-09-19 13:28:47,2024-09-19 13:28:47.000000,2024-09-19 13:42:46.323947
1100,Gestión Académica,S4,2024-09-19 13:30:23,2024-09-19 13:30:23.000000,2024-09-19 13:48:03.035894
1101,Alumnos,S3,2024-09-19 13:46:30,2024-09-19 13:46:30.000000,2024-09-19 14:06:55.936116
1102,Alumnos,S1,2024-09-19 13:51:57,2024-09-19 13:51:57.000000,2024-09-19 14:13:12.233295
1103,Alumnos,S2,2024-09-19 14:06:34,2024-09-19 14:06:34.000000,2024-09-19 14:34:16.188273
1104,Alumnos,S3,2024-09-19 14:07:52,2024-09-19 14:07:52.000000,2024-09-19 14:33:46.221200
1105,Alumnos,S1,2024-09-19 14:41:50,2024-09-19 14:41:50.000000,2024-09-19 15:05:22.080921
1106,Gestión Académica,S6,2024-09-19 14:53:53,2024-09-19 14:53:53.000000,2024-09-19 15:03:54.632948
1107,Gestión Académica,S5,2024-09-19 15:04:02,2024-09-19 15:04:02.000000,2024-09-19 15:18:02.538814
1108,Gestión Académica,S4,2024-09-19 15:10:56,2024-09-19 15:10:56.000000,2024-09-19 15:27:27.968038
1109,Gestión Académica,S6,2024-09-19 15:21:20,2024-09-19 15:21:20.000000,2024-09-19 15:36:52.593073
1110,Gestión Académica,S5,2024-09-19 15:31:44,2024-09-19 15:31:44.000000,2024-09-19 15:46:37.421078
1111,Alumnos,S3,2024-09-19 15:36:05,2024-09-19 15:36:05.000000,2024-09-19 16:00:23.086337
1112,Gestión Académica,S4,2024-09-19 15:42:11,2024-09-19 15:42:11.000000,2024-09-19 15:57:33.833088
1113,Gestión Académica,S6,2024-09-19 15:49:42,2024-09-19 15:49:42.000000,2024-09-19 16:11:03.306490
1114,Gestión Académica,S5,2024-09-19 15:51:55,2024-09-19 15:51:55.000000,2024-09-19 15:57:52.164897
1115,Gestión Académica,S4,2024-09-19 15:58:36,2024-09-19 15:58:36.000000,2024-09-19 16:07:04.898437
1116,Gestión Académica,S5,2024-09-19 16:05:06,2024-09-19 16:05:06.000000,2024-09-19 16:15:32.950269
1117,Gestión Académica,S4,2024-09-19 16:10:04,2024-09-19 16:10:04.000000,2024-09-19 16:23:12.222727
1118,Alumnos,S2,2024-09-19 16:28:58,2024-09-19 16:28:58.000000,2024-09-19 16:50:12.342843
1119,Alumnos,S1,2024-09-19 16:34:24,2024-09-19 16:34:24.000000,2024-09-19 16:55:41.167935
1120,Alumnos,S3,2024-09-19 16:45:06,2024-09-19 16:45:06.000000,2024-09-19 17:15:51.802568
1121,Alumnos,S2,2024-09-19 16:47:43,2024-09-19 16:50:20.342843,2024-09-19 17:15:46.114286
1122,Gestión Académica,S6,2024-09-19 16:50:09,2024-09-19 16:50:09.000000,2024-09-19 17:00:25.192255
1123,Gestión Académica,S5,2024-09-19 16:54:11,2024-09-19 16:54:11.000000,2024-09-19 17:00:15.064829
1124,Gestión Académica,S4,2024-09-19 17:06:00,2024-09-19 17:06:00.000000,2024-09-19 17:17:02.370670
1125,Gestión Académica,S4,2024-09-20 09:00:00,2024-09-20 09:00:00.000000,2024-09-20 09:09:58.181891
1126,Alumnos,S1,2024-09-20 09:16:22,2024-09-20 09:16:22.000000,2024-09-20 09:40:51.088668
1127,Alumnos,S2,2024-09-20 09:24:25,2024-09-20 09:24:25.000000,2024-09-20 09:59:33.823488
1128,Alumnos,S3,2024-09-20 09:26:45,2024-09-20 09:26:45.000000,2024-09-20 09:49:08.449664
1129,Alumnos,S1,2024-09-20 09:36:42,2024-09-20 09:41:16.088668,2024-09-20 10:01:52.789251
1130,Alumnos,S3,2024-09-20 09:38:41,2024-09-20 09:49:27.449664,2024-09-20 10:16:08.444907
1131,Gestión Académica,S5,2024-09-20 09:41:33,2024-09-20 09:41:33.000000,2024-09-20 09:54:21.808868
1132,Alumnos,S2,2024-09-20 09:50:15,2024-09-20 09:59:47.823488,2024-09-20 10:25:01.892876
1133,Alumnos,S1,2024-09-20 09:58:03,2024-09-20 10:02:02.789251,2024-09-20 10:19:25.203178
1134,Alumnos,S3,2024-09-20 10:08:54,2024-09-20 10:16:18.444907,2024-09-20 10:34:52.387159
1135,Alumnos,S1,2024-09-20 10:55:33,2024-09-20 10:55:33.000000,2024-09-20 11:18:48.469311
1136,Alumnos,S2,2024-09-20 10:59:21,2024-09-20 10:59:21.000000,2024-09-20 11:10:23.415006
1137,Alumnos,S3,2024-09-20 11:07:41,2024-09-20 11:07:41.000000,2024-09-20 11:37:48.647676
1138,Alumnos,S2,2024-09-20 11:16:47,2024-09-20 11:16:47.000000,2024-09-20 11:41:20.890141
1139,Alumnos,S1,2024-09-20 11:26:56,2024-09-20 11:26:56.000000,2024-09-20 11:50:33.988446
1140,Alumnos,S3,2024-09-20 11:33:47,2024-09-20 11:37:50.647676,2024-09-20 12:10:30.068548
1141,Alumnos,S2,2024-09-20 11:44:44,2024-09-20 11:44:44.000000,2024-09-20 12:10:32.170134
1142,Alumnos,S1,2024-09-20 11:48:41,2024-09-20 11:50:55.988446,2024-09-20 12:10:24.366183
1143,Alumnos,S1,2024-09-20 11:56:11,2024-09-20 12:10:34.366183,2024-09-20 12:31:17.802828
1144,Alumnos,S3,2024-09-20 12:01:09,2024-09-20 12:10:35.068548,2024-09-20 12:38:08.191718
1145,Alumnos,S2,2024-09-20 12:10:25,2024-09-20 12:10:45.170134,2024-09-20 12:23:36.145942
1146,Alumnos,S2,2024-09-20 13:04:09,2024-09-20 13:04:09.000000,2024-09-20 13:27:55.136507
1147,Alumnos,S1,2024-09-20 13:15:44,2024-09-20 13:15:44.000000,2024-09-20 13:42:44.554346
1148,Gestión Académica,S6,2024-09-20 13:17:29,2024-09-20 13:17:29.000000,2024-09-20 13:37:20.823518
1149,Gestión Académica,S4,2024-09-20 13:27:07,2024-09-20 13:27:07.000000,2024-09-20 13:43:42.041937
1150,Gestión Académica,S5,2024-09-20 14:18:51,2024-09-20 14:18:51.000000,2024-09-20 14:30:54.196079
1151,Gestión Académica,S6,2024-09-20 14:25:49,2024-09-20 14:25:49.000000,2024-09-20 14:36:17.354490
1152,Gestión Académica,S4,2024-09-20 15:18:38,2024-09-20 15:18:38.000000,2024-09-20 15:41:20.928366
1153,Alumnos,S3,2024-09-20 15:28:24,2024-09-20 15:28:24.000000,2024-09-20 15:47:34.160942
1154,Alumnos,S2,2024-09-20 15:30:01,2024-09-20 15:30:01.000000,2024-09-20 15:54:38.585149
1155,Alumnos,S1,2024-09-20 15:35:23,2024-09-20 15:35:23.000000,2024-09-20 15:57:26.390029
1156,Alumnos,S3,2024-09-20 15:44:19,2024-09-20 15:47:44.160942,2024-09-20 16:12:31.997957
1157,Alumnos,S2,2024-09-20 15:45:32,2024-09-20 15:54:48.585149,2024-09-20 16:12:43.920295
1158,Alumnos,S1,2024-09-20 15:53:52,2024-09-20 15:57:47.390029,2024-09-20 16:23:12.450988
1159,Gestión Académica,S5,2024-09-20 16:05:16,2024-09-20 16:05:16.000000,2024-09-20 16:18:03.507222
1160,Gestión Académica,S6,2024-09-20 16:06:57,2024-09-20 16:06:57.000000,2024-09-20 16:23:38.990627
1161,Alumnos,S3,2024-09-20 16:13:51,2024-09-20 16:13:51.000000,2024-09-20 16:39:13.168670
1162,Alumnos,S2,2024-09-20 16:20:36,2024-09-20 16:20:36.000000,2024-09-20 16:50:57.994371
1163,Alumnos,S1,2024-09-20 16:23:19,2024-09-20 16:23:19.000000,2024-09-20 16:35:07.780969
1164,Alumnos,S1,2024-09-20 16:29:15,2024-09-20 16:35:32.780969,2024-09-20 16:57:48.086526
1165,Alumnos,S3,2024-09-20 16:32:16,2024-09-20 16:39:28.168670,2024-09-20 17:00:58.621415
